"","x","y"
"spot 111",15,27
"spot 112",15,29
"spot 113",15,31
"spot 114",15,33
"spot 115",15,35
"spot 116",15,37
"spot 117",15,39
"spot 118",15,41
"spot 119",15,43
"spot 120",15,45
"spot 121",15,47
"spot 122",15,49
"spot 123",15,51
"spot 124",15,53
"spot 125",15,55
"spot 126",15,57
"spot 127",15,59
"spot 128",15,9
"spot 129",16,10
"spot 130",16,12
"spot 131",16,14
"spot 132",16,16
"spot 133",16,18
"spot 134",16,20
"spot 135",16,22
"spot 136",16,24
"spot 137",16,26
"spot 138",16,28
"spot 139",16,30
"spot 140",16,32
"spot 141",16,34
"spot 142",16,36
"spot 143",16,38
"spot 144",16,4
"spot 145",16,40
"spot 146",16,42
"spot 147",16,44
"spot 149",16,48
"spot 150",16,50
"spot 151",16,52
"spot 152",16,54
"spot 153",16,56
"spot 154",16,58
"spot 155",16,60
"spot 156",16,8
"spot 157",17,11
"spot 158",17,13
"spot 159",17,15
"spot 160",17,17
"spot 161",17,19
"spot 162",17,21
"spot 163",17,23
"spot 164",17,25
"spot 165",17,27
"spot 166",17,29
"spot 167",17,31
"spot 168",17,33
"spot 169",17,35
"spot 170",17,37
"spot 171",17,39
"spot 172",17,41
"spot 173",17,43
"spot 174",17,45
"spot 176",17,49
"spot 177",17,51
"spot 178",17,53
"spot 179",17,55
"spot 180",17,57
"spot 181",17,59
"spot 182",17,7
"spot 183",17,9
"spot 184",18,10
"spot 185",18,12
"spot 186",18,14
"spot 187",18,16
"spot 188",18,18
"spot 189",18,20
"spot 190",18,22
"spot 191",18,24
"spot 192",18,26
"spot 193",18,28
"spot 194",18,30
"spot 195",18,32
"spot 196",18,34
"spot 197",18,36
"spot 198",18,38
"spot 199",18,40
"spot 200",18,42
"spot 201",18,44
"spot 202",18,46
"spot 203",18,48
"spot 204",18,50
"spot 205",18,52
"spot 206",18,54
"spot 207",18,56
"spot 208",18,58
"spot 209",18,6
"spot 210",18,60
"spot 211",18,8
"spot 212",19,11
"spot 213",19,13
"spot 214",19,15
"spot 215",19,17
"spot 216",19,19
"spot 217",19,21
"spot 218",19,23
"spot 219",19,25
"spot 220",19,27
"spot 221",19,29
"spot 222",19,31
"spot 223",19,33
"spot 224",19,35
"spot 225",19,37
"spot 226",19,39
"spot 227",19,41
"spot 228",19,43
"spot 229",19,45
"spot 230",19,47
"spot 231",19,49
"spot 232",19,5
"spot 233",19,51
"spot 234",19,53
"spot 235",19,55
"spot 236",19,57
"spot 237",19,59
"spot 238",19,7
"spot 239",19,9
"spot 240",20,10
"spot 241",20,12
"spot 242",20,14
"spot 243",20,16
"spot 244",20,18
"spot 245",20,20
"spot 246",20,22
"spot 247",20,24
"spot 248",20,26
"spot 249",20,28
"spot 250",20,30
"spot 251",20,32
"spot 252",20,34
"spot 253",20,36
"spot 254",20,38
"spot 255",20,4
"spot 256",20,40
"spot 257",20,42
"spot 258",20,44
"spot 259",20,46
"spot 260",20,48
"spot 261",20,50
"spot 262",20,52
"spot 263",20,54
"spot 264",20,56
"spot 265",20,58
"spot 266",20,6
"spot 267",20,8
"spot 268",21,11
"spot 269",21,13
"spot 270",21,15
"spot 271",21,17
"spot 272",21,19
"spot 273",21,21
"spot 274",21,23
"spot 275",21,25
"spot 276",21,27
"spot 278",21,31
"spot 279",21,33
"spot 280",21,35
"spot 281",21,37
"spot 282",21,39
"spot 283",21,41
"spot 284",21,43
"spot 285",21,45
"spot 286",21,47
"spot 287",21,49
"spot 288",21,5
"spot 289",21,51
"spot 290",21,53
"spot 291",21,55
"spot 292",21,57
"spot 293",21,59
"spot 294",21,7
"spot 295",21,9
"spot 296",22,10
"spot 297",22,12
"spot 298",22,14
"spot 299",22,16
"spot 300",22,18
"spot 301",22,20
"spot 303",22,24
"spot 304",22,26
"spot 305",22,28
"spot 306",22,30
"spot 307",22,32
"spot 308",22,34
"spot 309",22,36
"spot 310",22,38
"spot 311",22,4
"spot 312",22,40
"spot 313",22,42
"spot 314",22,44
"spot 315",22,46
"spot 316",22,48
"spot 317",22,50
"spot 318",22,52
"spot 319",22,54
"spot 320",22,56
"spot 321",22,58
"spot 322",22,6
"spot 323",22,8
"spot 324",23,11
"spot 325",23,13
"spot 326",23,15
"spot 327",23,17
"spot 328",23,19
"spot 329",23,21
"spot 330",23,23
"spot 331",23,25
"spot 332",23,27
"spot 333",23,29
"spot 334",23,31
"spot 335",23,33
"spot 336",23,35
"spot 337",23,37
"spot 338",23,39
"spot 339",23,41
"spot 340",23,43
"spot 341",23,45
"spot 342",23,47
"spot 343",23,49
"spot 344",23,5
"spot 345",23,51
"spot 346",23,53
"spot 347",23,55
"spot 348",23,57
"spot 349",23,7
"spot 350",23,9
"spot 351",24,10
"spot 352",24,12
"spot 353",24,14
"spot 354",24,16
"spot 355",24,18
"spot 356",24,20
"spot 357",24,22
"spot 358",24,24
"spot 359",24,26
"spot 360",24,28
"spot 361",24,30
"spot 362",24,32
"spot 363",24,34
"spot 364",24,36
"spot 365",24,38
"spot 366",24,4
"spot 367",24,40
"spot 368",24,42
"spot 369",24,44
"spot 370",24,46
"spot 371",24,48
"spot 372",24,50
"spot 373",24,52
"spot 374",24,54
"spot 375",24,56
"spot 376",24,58
"spot 377",24,6
"spot 378",24,8
"spot 379",25,11
"spot 380",25,13
"spot 381",25,15
"spot 382",25,17
"spot 383",25,19
"spot 384",25,21
"spot 385",25,23
"spot 386",25,25
"spot 387",25,27
"spot 388",25,29
"spot 389",25,31
"spot 390",25,33
"spot 391",25,35
"spot 392",25,37
"spot 393",25,39
"spot 394",25,41
"spot 395",25,43
"spot 396",25,45
"spot 397",25,47
"spot 398",25,49
"spot 399",25,5
"spot 400",25,51
"spot 401",25,53
"spot 402",25,55
"spot 403",25,57
"spot 404",25,7
"spot 405",25,9
"spot 406",26,10
"spot 407",26,12
"spot 408",26,14
"spot 409",26,16
"spot 410",26,18
"spot 411",26,20
"spot 412",26,22
"spot 413",26,24
"spot 414",26,26
"spot 415",26,28
"spot 416",26,30
"spot 417",26,32
"spot 418",26,34
"spot 419",26,36
"spot 420",26,38
"spot 421",26,4
"spot 422",26,40
"spot 424",26,44
"spot 426",26,48
"spot 428",26,52
"spot 429",26,54
"spot 430",26,56
"spot 432",26,6
"spot 433",26,8
"spot 434",27,11
"spot 435",27,13
"spot 436",27,15
"spot 437",27,17
"spot 438",27,19
"spot 439",27,21
"spot 440",27,23
"spot 441",27,25
"spot 442",27,27
"spot 443",27,29
"spot 444",27,31
"spot 445",27,33
"spot 446",27,35
"spot 447",27,37
"spot 448",27,39
"spot 449",27,41
"spot 451",27,45
"spot 452",27,47
"spot 454",27,5
"spot 456",27,53
"spot 457",27,55
"spot 458",27,57
"spot 460",27,7
"spot 461",27,9
"spot 462",28,10
"spot 463",28,12
"spot 464",28,14
"spot 465",28,16
"spot 466",28,18
"spot 467",28,20
"spot 468",28,22
"spot 469",28,24
"spot 470",28,26
"spot 471",28,28
"spot 472",28,30
"spot 473",28,32
"spot 474",28,34
"spot 475",28,36
"spot 476",28,38
"spot 477",28,4
"spot 478",28,40
"spot 480",28,44
"spot 481",28,46
"spot 483",28,50
"spot 486",28,56
"spot 487",28,58
"spot 488",28,6
"spot 489",28,8
"spot 490",29,11
"spot 491",29,13
"spot 492",29,15
"spot 493",29,17
"spot 494",29,19
"spot 495",29,21
"spot 496",29,23
"spot 497",29,25
"spot 498",29,27
"spot 499",29,29
"spot 500",29,31
"spot 501",29,33
"spot 502",29,35
"spot 503",29,37
"spot 504",29,39
"spot 506",29,43
"spot 508",29,47
"spot 509",29,49
"spot 510",29,5
"spot 511",29,51
"spot 512",29,53
"spot 513",29,55
"spot 515",29,7
"spot 516",29,9
"spot 517",30,10
"spot 518",30,12
"spot 519",30,14
"spot 520",30,16
"spot 521",30,18
"spot 522",30,20
"spot 523",30,22
"spot 524",30,24
"spot 525",30,26
"spot 526",30,28
"spot 527",30,30
"spot 528",30,32
"spot 529",30,34
"spot 531",30,38
"spot 532",30,4
"spot 533",30,40
"spot 534",30,42
"spot 536",30,46
"spot 537",30,48
"spot 538",30,50
"spot 539",30,52
"spot 541",30,56
"spot 542",30,6
"spot 543",30,8
"spot 544",31,11
"spot 545",31,13
"spot 546",31,15
"spot 547",31,17
"spot 548",31,19
"spot 549",31,21
"spot 550",31,23
"spot 551",31,25
"spot 552",31,27
"spot 553",31,29
"spot 554",31,31
"spot 555",31,33
"spot 556",31,35
"spot 557",31,37
"spot 558",31,39
"spot 560",31,43
"spot 561",31,45
"spot 562",31,47
"spot 563",31,49
"spot 564",31,5
"spot 565",31,51
"spot 566",31,53
"spot 568",31,7
"spot 569",31,9
"spot 570",32,10
"spot 571",32,12
"spot 572",32,14
"spot 573",32,16
"spot 574",32,18
"spot 575",32,20
"spot 576",32,22
"spot 577",32,24
"spot 578",32,26
"spot 579",32,28
"spot 580",32,30
"spot 581",32,32
"spot 582",32,34
"spot 584",32,38
"spot 585",32,4
"spot 586",32,40
"spot 587",32,42
"spot 589",32,46
"spot 590",32,48
"spot 591",32,50
"spot 592",32,52
"spot 593",32,54
"spot 595",32,6
"spot 596",32,8
"spot 597",33,11
"spot 598",33,13
"spot 599",33,15
"spot 600",33,17
"spot 601",33,19
"spot 602",33,21
"spot 603",33,23
"spot 604",33,25
"spot 605",33,27
"spot 606",33,29
"spot 607",33,31
"spot 608",33,33
"spot 609",33,35
"spot 610",33,37
"spot 611",33,39
"spot 614",33,45
"spot 615",33,47
"spot 616",33,49
"spot 617",33,5
"spot 618",33,51
"spot 619",33,53
"spot 620",33,7
"spot 621",33,9
"spot 622",34,10
"spot 623",34,12
"spot 624",34,14
"spot 625",34,16
"spot 626",34,18
"spot 627",34,20
"spot 628",34,22
"spot 629",34,24
"spot 630",34,26
"spot 631",34,28
"spot 632",34,30
"spot 633",34,32
"spot 634",34,34
"spot 635",34,36
"spot 636",34,38
"spot 637",34,4
"spot 638",34,40
"spot 642",34,48
"spot 644",34,52
"spot 646",34,6
"spot 647",34,8
"spot 648",35,11
"spot 649",35,13
"spot 650",35,15
"spot 651",35,17
"spot 652",35,19
"spot 653",35,21
"spot 654",35,23
"spot 655",35,25
"spot 656",35,27
"spot 657",35,29
"spot 658",35,31
"spot 659",35,33
"spot 660",35,35
"spot 662",35,39
"spot 665",35,45
"spot 668",35,5
"spot 669",35,51
"spot 671",35,7
"spot 672",35,9
"spot 673",36,10
"spot 674",36,12
"spot 675",36,14
"spot 676",36,16
"spot 677",36,18
"spot 678",36,20
"spot 679",36,22
"spot 680",36,24
"spot 681",36,26
"spot 682",36,28
"spot 683",36,30
"spot 684",36,32
"spot 685",36,34
"spot 686",36,36
"spot 688",36,4
"spot 690",36,42
"spot 691",36,44
"spot 695",36,52
"spot 696",36,54
"spot 697",36,6
"spot 698",36,8
"spot 699",37,11
"spot 700",37,13
"spot 701",37,15
"spot 702",37,17
"spot 703",37,19
"spot 704",37,21
"spot 705",37,23
"spot 706",37,25
"spot 707",37,27
"spot 708",37,29
"spot 709",37,31
"spot 710",37,33
"spot 711",37,35
"spot 714",37,41
"spot 715",37,43
"spot 718",37,49
"spot 719",37,5
"spot 720",37,51
"spot 721",37,53
"spot 722",37,7
"spot 723",37,9
"spot 724",38,10
"spot 725",38,12
"spot 726",38,14
"spot 727",38,16
"spot 728",38,18
"spot 729",38,20
"spot 730",38,22
"spot 731",38,24
"spot 732",38,26
"spot 733",38,28
"spot 734",38,30
"spot 735",38,32
"spot 736",38,34
"spot 738",38,38
"spot 739",38,4
"spot 740",38,40
"spot 743",38,46
"spot 745",38,50
"spot 746",38,52
"spot 747",38,6
"spot 748",38,8
"spot 749",39,11
"spot 750",39,13
"spot 751",39,15
"spot 752",39,17
"spot 753",39,19
"spot 754",39,21
"spot 755",39,23
"spot 756",39,25
"spot 757",39,27
"spot 758",39,29
"spot 759",39,31
"spot 760",39,33
"spot 761",39,35
"spot 762",39,37
"spot 763",39,39
"spot 765",39,43
"spot 766",39,45
"spot 767",39,47
"spot 768",39,49
"spot 769",39,5
"spot 770",39,51
"spot 771",39,53
"spot 772",39,7
"spot 773",39,9
"spot 774",40,10
"spot 775",40,12
"spot 776",40,14
"spot 777",40,16
"spot 778",40,18
"spot 779",40,20
"spot 780",40,22
"spot 781",40,24
"spot 782",40,26
"spot 783",40,28
"spot 784",40,30
"spot 785",40,32
"spot 786",40,34
"spot 787",40,36
"spot 788",40,38
"spot 789",40,40
"spot 790",40,42
"spot 791",40,44
"spot 792",40,46
"spot 793",40,48
"spot 794",40,50
"spot 795",40,52
"spot 796",40,6
"spot 797",40,8
"spot 798",41,11
"spot 799",41,13
"spot 800",41,15
"spot 801",41,17
"spot 802",41,19
"spot 803",41,21
"spot 804",41,23
"spot 805",41,25
"spot 806",41,27
"spot 807",41,29
"spot 808",41,31
"spot 809",41,33
"spot 810",41,35
"spot 811",41,37
"spot 812",41,39
"spot 813",41,41
"spot 814",41,43
"spot 815",41,45
"spot 817",41,49
"spot 818",41,5
"spot 819",41,51
"spot 820",41,7
"spot 821",41,9
"spot 822",42,10
"spot 824",42,14
"spot 825",42,16
"spot 826",42,18
"spot 827",42,20
"spot 828",42,22
"spot 829",42,24
"spot 830",42,26
"spot 831",42,28
"spot 832",42,30
"spot 833",42,32
"spot 834",42,34
"spot 835",42,36
"spot 836",42,38
"spot 837",42,40
"spot 838",42,42
"spot 839",42,44
"spot 840",42,46
"spot 841",42,48
"spot 842",42,50
"spot 843",42,52
"spot 844",42,6
"spot 845",42,8
"spot 846",43,11
"spot 847",43,13
"spot 848",43,15
"spot 849",43,17
"spot 850",43,19
"spot 851",43,21
"spot 852",43,23
"spot 853",43,25
"spot 854",43,27
"spot 855",43,29
"spot 856",43,31
"spot 857",43,33
"spot 858",43,35
"spot 859",43,37
"spot 860",43,39
"spot 861",43,41
"spot 862",43,43
"spot 863",43,45
"spot 864",43,47
"spot 865",43,49
"spot 866",43,5
"spot 867",43,51
"spot 868",43,53
"spot 869",43,7
"spot 870",43,9
"spot 871",44,10
"spot 872",44,12
"spot 873",44,14
"spot 874",44,16
"spot 875",44,18
"spot 876",44,20
"spot 877",44,22
"spot 878",44,24
"spot 879",44,26
"spot 880",44,28
"spot 881",44,30
"spot 882",44,32
"spot 883",44,34
"spot 884",44,36
"spot 885",44,38
"spot 886",44,40
"spot 887",44,42
"spot 888",44,44
"spot 889",44,46
"spot 890",44,48
"spot 891",44,50
"spot 892",44,52
"spot 893",44,6
"spot 894",44,8
"spot 895",45,11
"spot 896",45,13
"spot 897",45,15
"spot 898",45,17
"spot 899",45,19
"spot 900",45,21
"spot 901",45,23
"spot 902",45,25
"spot 903",45,27
"spot 904",45,29
"spot 905",45,31
"spot 906",45,33
"spot 907",45,35
"spot 908",45,37
"spot 909",45,39
"spot 910",45,41
"spot 911",45,43
"spot 912",45,45
"spot 913",45,47
"spot 914",45,49
"spot 915",45,5
"spot 916",45,51
"spot 917",45,7
"spot 918",45,9
"spot 919",46,10
"spot 920",46,12
"spot 921",46,14
"spot 922",46,16
"spot 923",46,18
"spot 924",46,20
"spot 925",46,22
"spot 926",46,24
"spot 927",46,26
"spot 928",46,28
"spot 929",46,30
"spot 930",46,32
"spot 932",46,36
"spot 933",46,38
"spot 934",46,40
"spot 935",46,42
"spot 937",46,46
"spot 938",46,48
"spot 939",46,50
"spot 940",46,52
"spot 941",46,6
"spot 942",46,8
"spot 943",47,11
"spot 944",47,13
"spot 945",47,15
"spot 946",47,17
"spot 947",47,19
"spot 948",47,21
"spot 949",47,23
"spot 950",47,25
"spot 951",47,27
"spot 952",47,29
"spot 953",47,31
"spot 954",47,33
"spot 955",47,35
"spot 956",47,37
"spot 957",47,39
"spot 958",47,41
"spot 959",47,43
"spot 960",47,45
"spot 961",47,47
"spot 962",47,49
"spot 963",47,5
"spot 964",47,51
"spot 965",47,53
"spot 966",47,7
"spot 967",47,9
"spot 968",48,10
"spot 969",48,12
"spot 970",48,14
"spot 971",48,16
"spot 972",48,18
"spot 973",48,20
"spot 974",48,22
"spot 975",48,24
"spot 976",48,26
"spot 977",48,28
"spot 978",48,30
"spot 979",48,32
"spot 980",48,34
"spot 981",48,36
"spot 984",48,42
"spot 985",48,44
"spot 986",48,46
"spot 987",48,48
"spot 988",48,50
"spot 989",48,52
"spot 990",48,54
"spot 991",48,6
"spot 992",48,8
"spot 993",49,11
"spot 994",49,13
"spot 995",49,15
"spot 996",49,17
"spot 997",49,19
"spot 998",49,21
"spot 999",49,23
"spot 1000",49,25
"spot 1001",49,27
"spot 1002",49,29
"spot 1003",49,31
"spot 1004",49,33
"spot 1005",49,35
"spot 1006",49,37
"spot 1008",49,41
"spot 1009",49,43
"spot 1010",49,45
"spot 1011",49,47
"spot 1012",49,49
"spot 1013",49,5
"spot 1014",49,51
"spot 1015",49,53
"spot 1016",49,7
"spot 1017",49,9
"spot 1018",50,10
"spot 1019",50,12
"spot 1020",50,14
"spot 1021",50,16
"spot 1022",50,18
"spot 1023",50,20
"spot 1024",50,22
"spot 1025",50,24
"spot 1026",50,26
"spot 1027",50,28
"spot 1028",50,30
"spot 1029",50,32
"spot 1030",50,34
"spot 1031",50,36
"spot 1032",50,38
"spot 1033",50,40
"spot 1035",50,44
"spot 1036",50,46
"spot 1037",50,48
"spot 1038",50,50
"spot 1039",50,52
"spot 1040",50,54
"spot 1041",50,6
"spot 1042",50,8
"spot 1043",51,11
"spot 1044",51,13
"spot 1045",51,15
"spot 1046",51,17
"spot 1047",51,19
"spot 1048",51,21
"spot 1049",51,23
"spot 1050",51,25
"spot 1051",51,27
"spot 1052",51,29
"spot 1054",51,33
"spot 1055",51,35
"spot 1056",51,37
"spot 1057",51,41
"spot 1058",51,47
"spot 1059",51,49
"spot 1060",51,5
"spot 1061",51,51
"spot 1062",51,53
"spot 1063",51,55
"spot 1064",51,7
"spot 1065",51,9
"spot 1066",52,10
"spot 1067",52,12
"spot 1068",52,14
"spot 1069",52,16
"spot 1070",52,18
"spot 1071",52,20
"spot 1072",52,22
"spot 1073",52,24
"spot 1074",52,26
"spot 1075",52,28
"spot 1076",52,30
"spot 1078",52,34
"spot 1079",52,36
"spot 1080",52,46
"spot 1081",52,48
"spot 1082",52,50
"spot 1083",52,52
"spot 1084",52,54
"spot 1086",52,6
"spot 1087",52,8
"spot 1088",53,11
"spot 1089",53,13
"spot 1090",53,15
"spot 1091",53,17
"spot 1092",53,19
"spot 1093",53,21
"spot 1094",53,23
"spot 1095",53,25
"spot 1096",53,27
"spot 1097",53,29
"spot 1098",53,31
"spot 1099",53,33
"spot 1100",53,35
"spot 1101",53,37
"spot 1102",53,49
"spot 1103",53,5
"spot 1104",53,51
"spot 1105",53,53
"spot 1106",53,55
"spot 1108",53,7
"spot 1109",53,9
"spot 1110",54,10
"spot 1111",54,12
"spot 1112",54,14
"spot 1113",54,16
"spot 1114",54,18
"spot 1115",54,20
"spot 1116",54,22
"spot 1117",54,24
"spot 1118",54,26
"spot 1119",54,28
"spot 1120",54,30
"spot 1121",54,32
"spot 1122",54,34
"spot 1123",54,36
"spot 1124",54,50
"spot 1125",54,52
"spot 1129",54,6
"spot 1130",54,8
"spot 1131",55,11
"spot 1132",55,13
"spot 1133",55,15
"spot 1134",55,17
"spot 1135",55,19
"spot 1136",55,21
"spot 1137",55,23
"spot 1138",55,25
"spot 1139",55,27
"spot 1140",55,29
"spot 1141",55,31
"spot 1142",55,33
"spot 1143",55,35
"spot 1144",55,5
"spot 1145",55,51
"spot 1149",55,7
"spot 1150",55,9
"spot 1151",56,10
"spot 1152",56,12
"spot 1153",56,14
"spot 1154",56,16
"spot 1155",56,18
"spot 1156",56,22
"spot 1157",56,24
"spot 1158",56,26
"spot 1159",56,28
"spot 1160",56,30
"spot 1161",56,32
"spot 1162",56,36
"spot 1163",56,6
"spot 1164",56,8
"spot 1165",57,11
"spot 1166",57,15
"spot 1167",57,17
"spot 1168",57,7
"spot 1169",57,9
"spot 1170",8,32
"spot 1171",9,29
"spot 1172",9,31
"spot 1173",9,33
"spot 1174",9,35
"spot 1175",9,37
"spot 1176",9,39
"spot 1177",9,41
"spot 1178",9,43
"spot 1179",9,45
"spot 1180",9,47
"spot 1181",9,51
"spot 1182",9,55
